Left_2D,Right_2D,Point_3d,Pred_Left,Pred_Right
"(546.0, 477.0)","(734.0, 420.0)","(586.06494140625, -453.6116943359375, 305.8270263671875)","(552.26, 475.52)","(733.68, 420.58)"
"(546.0, 480.0)","(733.0, 420.0)","(585.923828125, -453.2601623535156, 305.94793701171875)","(552.37, 475.59)","(732.2, 420.39)"
"(548.0, 480.0)","(732.0, 419.0)","(586.1436767578125, -452.9851379394531, 306.1185302734375)","(553.58, 475.45)","(730.89, 419.79)"
"(550.0, 480.0)","(731.0, 419.0)","(586.3719482421875, -452.63330078125, 306.2392883300781)","(555.95, 475.25)","(729.78, 419.44)"
"(552.0, 480.0)","(729.0, 419.0)","(586.4358520507812, -452.1582946777344, 306.2763366699219)","(556.82, 475.66)","(728.7, 419.06)"
"(552.0, 480.0)","(729.0, 419.0)","(586.4358520507812, -452.1582946777344, 306.2763366699219)","(558.15, 475.8)","(727.64, 418.78)"
"(554.0, 480.0)","(727.0, 419.0)","(586.4989624023438, -451.68328857421875, 306.31298828125)","(559.91, 475.84)","(726.87, 418.76)"
"(555.0, 480.0)","(726.0, 418.0)","(586.5217895507812, -451.5227355957031, 306.3811340332031)","(559.63, 477.04)","(725.67, 418.76)"
"(556.0, 481.0)","(725.0, 418.0)","(586.5596313476562, -451.2093505859375, 306.4667663574219)","(560.58, 476.9)","(723.86, 418.5)"
"(557.0, 481.0)","(724.0, 418.0)","(586.5903930664062, -450.9717712402344, 306.48468017578125)","(561.73, 476.64)","(722.98, 418.12)"
"(558.0, 481.0)","(723.0, 418.0)","(586.6210327148438, -450.7342834472656, 306.5025329589844)","(564.01, 476.62)","(721.49, 418.09)"
"(560.0, 481.0)","(721.0, 418.0)","(586.6817626953125, -450.25927734375, 306.5379333496094)","(565.61, 477.32)","(720.08, 417.6)"
"(560.0, 481.0)","(721.0, 418.0)","(586.6817626953125, -450.25927734375, 306.5379333496094)","(567.14, 477.32)","(719.55, 417.42)"
"(561.0, 481.0)","(720.0, 417.0)","(586.7037353515625, -450.0988464355469, 306.6057434082031)","(568.04, 477.74)","(718.24, 417.23)"
"(561.0, 481.0)","(717.0, 417.0)","(586.2094116210938, -449.7297058105469, 306.3540344238281)","(569.73, 477.61)","(716.19, 417.09)"
"(561.0, 482.0)","(715.0, 417.0)","(585.8859252929688, -449.40777587890625, 306.2532653808594)","(570.45, 477.91)","(714.92, 416.77)"
"(564.0, 481.0)","(714.0, 416.0)","(586.2898559570312, -449.0943908691406, 306.4561462402344)","(571.81, 478.33)","(713.78, 416.62)"
"(565.0, 482.0)","(713.0, 416.0)","(586.3248291015625, -448.78106689453125, 306.5401306152344)","(573.13, 478.77)","(712.35, 416.41)"
"(568.0, 482.0)","(711.0, 416.0)","(586.5760498046875, -448.1914978027344, 306.6748352050781)","(576.39, 478.76)","(711.15, 416.36)"
"(568.0, 482.0)","(709.0, 416.0)","(586.2451782226562, -447.9455261230469, 306.50628662109375)","(577.52, 479.5)","(708.4, 416.22)"
"(569.0, 482.0)","(708.0, 416.0)","(586.2732543945312, -447.7079772949219, 306.5228271484375)","(579.56, 479.75)","(707.09, 416.11)"
"(574.0, 480.0)","(707.0, 415.0)","(587.056884765625, -447.2411193847656, 306.85992431640625)","(580.22, 479.82)","(705.61, 415.68)"
"(574.0, 480.0)","(706.0, 415.0)","(586.8909912109375, -447.1181335449219, 306.7754211425781)","(581.49, 479.67)","(704.67, 415.56)"
"(574.0, 480.0)","(704.0, 415.0)","(586.5591430664062, -446.87213134765625, 306.6064758300781)","(582.91, 479.83)","(703.87, 415.19)"
"(575.0, 480.0)","(702.0, 415.0)","(586.4203491210938, -446.5115966796875, 306.5380859375)","(583.91, 479.96)","(701.85, 415.12)"
"(576.0, 482.0)","(701.0, 414.0)","(586.450439453125, -446.20013427734375, 306.7377624511719)","(585.78, 479.91)","(699.82, 414.95)"
"(576.0, 482.0)","(699.0, 414.0)","(586.1182250976562, -445.9542541503906, 306.56854248046875)","(588.35, 479.91)","(699.01, 414.58)"
"(577.0, 482.0)","(698.0, 414.0)","(586.1446533203125, -445.71673583984375, 306.5842590332031)","(591.24, 480.09)","(696.75, 414.73)"
"(576.0, 482.0)","(696.0, 414.0)","(585.6199340820312, -445.58551025390625, 306.3147277832031)","(592.87, 480.27)","(695.24, 414.04)"
"(595.0, 481.0)","(694.0, 413.0)","(588.9278564453125, -443.3145751953125, 308.0333251953125)","(594.28, 480.45)","(693.76, 413.87)"
"(588.0, 481.0)","(693.0, 413.0)","(587.4152221679688, -443.9942626953125, 307.2471008300781)","(595.05, 480.52)","(691.93, 413.57)"
"(589.0, 482.0)","(692.0, 413.0)","(587.4442138671875, -443.68115234375, 307.3277893066406)","(596.2, 480.65)","(691.22, 413.32)"
"(589.0, 483.0)","(689.0, 413.0)","(586.9462280273438, -443.23687744140625, 307.1377258300781)","(597.76, 480.52)","(689.08, 412.68)"
"(594.0, 483.0)","(689.0, 412.0)","(587.898193359375, -442.7414855957031, 307.68865966796875)","(599.51, 480.65)","(687.87, 412.83)"
"(594.0, 484.0)","(688.0, 412.0)","(587.7342529296875, -442.5431823730469, 307.668701171875)","(600.76, 480.73)","(687.01, 412.83)"
"(595.0, 484.0)","(687.0, 412.0)","(587.7577514648438, -442.30560302734375, 307.6828918457031)","(601.67, 480.87)","(686.27, 412.8)"
"(596.0, 482.0)","(686.0, 412.0)","(587.7734985351562, -442.2186279296875, 307.56597900390625)","(602.81, 481.02)","(684.75, 412.81)"
"(598.0, 484.0)","(685.0, 412.0)","(587.9952392578125, -441.7156677246094, 307.810546875)","(603.68, 480.99)","(683.92, 412.59)"
"(599.0, 484.0)","(683.0, 412.0)","(587.8496704101562, -441.3551330566406, 307.7385559082031)","(605.06, 480.87)","(682.39, 412.01)"
"(602.0, 484.0)","(683.0, 411.0)","(588.4169921875, -441.0890808105469, 308.0892333984375)","(607.06, 481.01)","(681.44, 411.53)"
"(604.0, 482.0)","(682.0, 411.0)","(588.62353515625, -440.8871765136719, 308.07183837890625)","(608.82, 480.95)","(680.11, 411.18)"
"(604.0, 484.0)","(679.0, 411.0)","(588.1235961914062, -440.3679504394531, 307.944091796875)","(609.34, 480.97)","(679.01, 410.98)"
"(606.0, 484.0)","(678.0, 411.0)","(588.3357543945312, -440.0155944824219, 308.0566101074219)","(610.75, 481.17)","(677.38, 410.77)"
"(608.0, 484.0)","(677.0, 411.0)","(588.5474243164062, -439.6632080078125, 308.1689147949219)","(611.87, 481.26)","(676.05, 410.68)"
"(609.0, 484.0)","(676.0, 410.0)","(588.5633544921875, -439.5037841796875, 308.2342529296875)","(613.2, 481.13)","(675.01, 410.19)"
"(610.0, 484.0)","(674.0, 410.0)","(588.4150390625, -439.1432800292969, 308.16082763671875)","(614.14, 481.21)","(673.55, 410.16)"
"(610.0, 484.0)","(673.0, 410.0)","(588.2455444335938, -439.0203552246094, 308.0744323730469)","(616.43, 481.2)","(672.29, 409.85)"
"(612.0, 485.0)","(672.0, 410.0)","(588.4585571289062, -438.5928955078125, 308.2508239746094)","(617.53, 481.26)","(671.61, 409.7)"
"(614.0, 485.0)","(671.0, 410.0)","(588.66845703125, -438.2405090332031, 308.3621826171875)","(618.54, 481.46)","(670.9, 409.62)"
"(614.0, 486.0)","(669.0, 409.0)","(588.3267822265625, -437.9981994628906, 308.30633544921875)","(619.2, 481.46)","(669.34, 409.47)"
"(615.0, 485.0)","(669.0, 409.0)","(588.5137939453125, -437.9584045410156, 308.3406066894531)","(621.02, 481.33)","(668.3, 409.37)"
"(615.0, 486.0)","(668.0, 409.0)","(588.346435546875, -437.7605895996094, 308.31854248046875)","(622.34, 481.46)","(667.17, 409.16)"
"(616.0, 486.0)","(667.0, 409.0)","(588.3657836914062, -437.5229797363281, 308.33062744140625)","(623.62, 481.49)","(666.22, 408.87)"
"(618.0, 486.0)","(665.0, 409.0)","(588.4041748046875, -437.0477600097656, 308.3544921875)","(624.54, 481.53)","(664.71, 408.63)"
"(618.0, 486.0)","(665.0, 409.0)","(588.4041748046875, -437.0477600097656, 308.3544921875)","(625.65, 481.58)","(664.02, 408.54)"
"(619.0, 486.0)","(663.0, 408.0)","(588.2484741210938, -436.7657775878906, 308.3323974609375)","(626.66, 481.69)","(662.81, 408.47)"
"(621.0, 486.0)","(662.0, 408.0)","(588.4559326171875, -436.4134216308594, 308.4425964355469)","(627.84, 481.31)","(660.85, 408.37)"
"(623.0, 486.0)","(661.0, 408.0)","(588.6630249023438, -436.06097412109375, 308.5525207519531)","(628.96, 481.51)","(659.72, 408.25)"
"(625.0, 486.0)","(660.0, 408.0)","(588.8695678710938, -435.7084655761719, 308.6622314453125)","(630.57, 481.64)","(659.3, 408.25)"
"(626.0, 486.0)","(659.0, 408.0)","(588.8873291015625, -435.4708251953125, 308.6734313964844)","(631.73, 481.8)","(657.83, 407.84)"
"(626.0, 486.0)","(658.0, 407.0)","(588.7125854492188, -435.4267578125, 308.6395568847656)","(632.97, 481.81)","(656.69, 407.68)"
"(627.0, 486.0)","(657.0, 407.0)","(588.7301025390625, -435.1890869140625, 308.6506652832031)","(633.17, 481.11)","(656.06, 407.35)"
"(628.0, 487.0)","(656.0, 407.0)","(588.7489013671875, -434.8768005371094, 308.7255554199219)","(635.07, 481.48)","(655.28, 407.25)"
"(630.0, 487.0)","(653.0, 407.0)","(588.6114501953125, -434.27874755859375, 308.6597900390625)","(637.05, 481.75)","(652.83, 407.21)"
"(632.0, 484.0)","(652.0, 406.0)","(588.8087158203125, -434.2292785644531, 308.630615234375)","(638.52, 481.91)","(651.37, 407.0)"
"(632.0, 487.0)","(651.0, 406.0)","(588.6408081054688, -433.8823547363281, 308.7344055175781)","(639.78, 482.04)","(650.47, 406.8)"
"(634.0, 487.0)","(651.0, 406.0)","(589.0162963867188, -433.65264892578125, 308.9302673339844)","(640.72, 482.06)","(650.01, 407.07)"
"(636.0, 487.0)","(650.0, 406.0)","(589.2198486328125, -433.3001403808594, 309.0384521484375)","(641.17, 481.25)","(648.46, 406.59)"
"(636.0, 487.0)","(647.0, 406.0)","(588.7045288085938, -432.93194580078125, 308.7755126953125)","(642.5, 482.3)","(647.16, 406.06)"
"(638.0, 487.0)","(647.0, 406.0)","(589.0792236328125, -432.7022399902344, 308.9709777832031)","(643.23, 481.59)","(646.32, 405.92)"
"(640.0, 487.0)","(645.0, 405.0)","(589.1063842773438, -432.305908203125, 309.0445861816406)","(645.23, 482.0)","(644.03, 405.54)"
"(640.0, 487.0)","(644.0, 405.0)","(588.9342651367188, -432.1832275390625, 308.95672607421875)","(647.27, 482.2)","(643.33, 405.3)"
"(644.0, 484.0)","(642.0, 405.0)","(589.3361206054688, -431.7018127441406, 308.98138427734375)","(649.01, 481.42)","(641.06, 404.72)"
"(646.0, 488.0)","(640.0, 404.0)","(589.3631591796875, -431.0076599121094, 309.30694580078125)","(650.84, 482.5)","(639.38, 404.75)"
"(648.0, 484.0)","(638.0, 404.0)","(589.3900146484375, -430.83026123046875, 309.0730895996094)","(651.67, 482.59)","(637.61, 404.72)"
"(650.0, 488.0)","(637.0, 404.0)","(589.5902709960938, -430.1799011230469, 309.4314270019531)","(654.03, 482.26)","(636.04, 404.35)"
"(652.0, 488.0)","(635.0, 404.0)","(589.6162719726562, -429.7047119140625, 309.4490051269531)","(656.05, 482.35)","(635.37, 404.19)"
"(653.0, 488.0)","(635.0, 403.0)","(589.8001098632812, -429.6689453125, 309.6005554199219)","(657.61, 482.37)","(633.43, 403.33)"
"(654.0, 488.0)","(634.0, 403.0)","(589.8128051757812, -429.431396484375, 309.60919189453125)","(658.27, 482.42)","(632.31, 403.01)"
"(656.0, 488.0)","(631.0, 403.0)","(589.6640014648438, -428.8336181640625, 309.53753662109375)","(659.07, 482.52)","(630.87, 402.77)"
"(658.0, 488.0)","(629.0, 403.0)","(589.687744140625, -428.3584289550781, 309.5539245605469)","(661.4, 482.21)","(628.96, 402.49)"
"(656.0, 487.0)","(629.0, 403.0)","(589.3173217773438, -428.6627502441406, 309.29779052734375)","(662.34, 482.08)","(628.07, 403.72)"
"(654.0, 487.0)","(629.0, 403.0)","(588.9462890625, -428.8927307128906, 309.1040954589844)","(661.5, 481.61)","(628.01, 405.72)"
"(651.0, 487.0)","(631.0, 403.0)","(588.7357788085938, -429.4828796386719, 308.9901428222656)","(663.77, 481.59)","(628.0, 407.1)"
"(651.0, 487.0)","(631.0, 404.0)","(588.7379760742188, -429.403564453125, 308.9357604980469)","(664.26, 481.48)","(629.04, 408.25)"
"(646.0, 486.0)","(632.0, 404.0)","(587.9820556640625, -430.17559814453125, 308.4764099121094)","(664.6, 481.31)","(627.73, 409.29)"
"(646.0, 486.0)","(631.0, 404.0)","(587.8096313476562, -430.0530700683594, 308.3883972167969)","(665.78, 481.37)","(626.79, 409.28)"
"(669.0, 482.0)","(630.0, 404.0)","(591.9107055664062, -427.5813293457031, 310.2789001464844)","(667.77, 481.63)","(625.3, 409.31)"
"(668.0, 481.0)","(629.0, 404.0)","(591.5510864257812, -427.6481018066406, 310.03033447265625)","(669.01, 481.68)","(624.66, 409.14)"
"(670.0, 481.0)","(628.0, 404.0)","(591.747802734375, -427.2951354980469, 310.1350402832031)","(670.15, 481.77)","(624.05, 409.05)"
"(671.0, 483.0)","(626.0, 404.0)","(591.581298828125, -426.7862548828125, 310.17828369140625)","(671.36, 481.92)","(622.76, 408.92)"
"(670.0, 483.0)","(625.0, 404.0)","(591.2210693359375, -426.77880859375, 309.99237060546875)","(672.42, 481.97)","(621.95, 408.72)"
"(672.0, 483.0)","(624.0, 404.0)","(591.4165649414062, -426.4259033203125, 310.0964660644531)","(673.17, 482.02)","(619.76, 408.97)"
"(675.0, 482.0)","(623.0, 404.0)","(591.7980346679688, -426.0318908691406, 310.2347106933594)","(674.21, 481.3)","(619.36, 408.92)"
"(674.0, 481.0)","(621.0, 404.0)","(591.2638549804688, -425.97607421875, 309.89727783203125)","(675.6, 481.59)","(617.52, 408.99)"
"(679.0, 479.0)","(622.0, 404.0)","(592.3674926757812, -425.67095947265625, 310.3450622558594)","(677.22, 481.76)","(616.78, 408.91)"
"(678.0, 483.0)","(620.0, 404.0)","(591.8248901367188, -425.2444152832031, 310.3177795410156)","(678.11, 481.86)","(615.74, 408.78)"
"(676.0, 482.0)","(620.0, 404.0)","(591.4569091796875, -425.5489501953125, 310.06292724609375)","(679.15, 481.96)","(615.19, 408.73)"
"(678.0, 482.0)","(618.0, 404.0)","(591.4752807617188, -425.0733337402344, 310.07672119140625)","(680.14, 482.04)","(614.23, 408.61)"
"(681.0, 482.0)","(617.0, 404.0)","(591.8531494140625, -424.6050720214844, 310.2759704589844)","(681.13, 481.29)","(612.79, 408.42)"
"(684.0, 482.0)","(616.0, 404.0)","(592.23046875, -424.1368103027344, 310.47491455078125)","(682.25, 481.43)","(611.06, 408.64)"
"(682.0, 481.0)","(615.0, 404.0)","(591.6875610351562, -424.31878662109375, 310.13092041015625)","(684.16, 481.79)","(610.53, 408.75)"
"(680.0, 481.0)","(613.0, 404.0)","(590.967529296875, -424.30426025390625, 309.75946044921875)","(685.79, 481.88)","(609.62, 408.63)"
"(685.0, 483.0)","(612.0, 404.0)","(591.7076416015625, -423.4573974609375, 310.273193359375)","(686.81, 481.98)","(607.85, 408.51)"
"(688.0, 482.0)","(611.0, 404.0)","(592.0851440429688, -423.06298828125, 310.4095153808594)","(687.51, 482.04)","(607.57, 408.46)"
"(688.0, 481.0)","(609.0, 404.0)","(591.7344360351562, -422.89190673828125, 310.1679992675781)","(688.76, 481.98)","(606.49, 408.37)"
"(688.0, 482.0)","(608.0, 404.0)","(591.5556030273438, -422.6954650878906, 310.13946533203125)","(689.39, 481.19)","(604.91, 408.22)"
"(690.0, 483.0)","(606.0, 404.0)","(591.5667724609375, -422.14599609375, 310.2121276855469)","(691.7, 481.54)","(602.55, 408.68)"
"(692.0, 481.0)","(606.0, 404.0)","(591.9385986328125, -422.0631408691406, 310.28082275390625)","(694.01, 481.78)","(600.36, 408.46)"
"(694.0, 483.0)","(603.0, 404.0)","(591.7687377929688, -421.3173828125, 310.3236999511719)","(695.8, 481.87)","(599.47, 408.34)"
"(695.0, 483.0)","(602.0, 404.0)","(591.7745361328125, -421.0796203613281, 310.3288269042969)","(696.93, 481.84)","(597.72, 408.18)"
"(696.0, 483.0)","(600.0, 404.0)","(591.6028442382812, -420.7193908691406, 310.2433776855469)","(698.37, 481.89)","(595.11, 408.47)"
"(701.0, 482.0)","(598.0, 404.0)","(592.1640625, -419.9715270996094, 310.4778747558594)","(700.65, 481.59)","(594.5, 408.44)"
"(702.0, 483.0)","(596.0, 406.0)","(591.9862670898438, -419.3769836425781, 310.33929443359375)","(702.14, 481.7)","(592.44, 408.41)"
"(703.0, 482.0)","(596.0, 404.0)","(592.1732788085938, -419.49591064453125, 310.4868469238281)","(703.74, 481.75)","(591.27, 408.29)"
"(703.0, 481.0)","(594.0, 404.0)","(591.82080078125, -419.32470703125, 310.2446594238281)","(705.68, 481.73)","(589.88, 408.14)"
"(707.0, 481.0)","(592.0, 404.0)","(592.1929931640625, -418.6182861328125, 310.44305419921875)","(706.34, 481.8)","(587.25, 408.34)"
"(709.0, 483.0)","(589.0, 403.0)","(592.0152587890625, -417.95367431640625, 310.53765869140625)","(708.77, 481.45)","(585.0, 408.38)"
"(711.0, 479.0)","(589.0, 403.0)","(592.3939208984375, -418.01715087890625, 310.4854431152344)","(710.58, 481.65)","(584.26, 408.28)"
"(711.0, 483.0)","(588.0, 403.0)","(592.1998291015625, -417.60052490234375, 310.6360778808594)","(712.37, 481.62)","(583.14, 408.17)"
"(711.0, 483.0)","(587.0, 403.0)","(592.0211181640625, -417.4781494140625, 310.544921875)","(713.29, 481.72)","(581.45, 408.16)"
"(714.0, 483.0)","(585.0, 403.0)","(592.2075805664062, -416.8873291015625, 310.6463928222656)","(714.35, 481.76)","(579.92, 408.17)"
"(714.0, 483.0)","(584.0, 403.0)","(592.0286254882812, -416.7649841308594, 310.5550842285156)","(716.09, 481.38)","(579.13, 408.26)"
"(714.0, 481.0)","(581.0, 406.0)","(591.4955444335938, -416.30303955078125, 309.9897766113281)","(717.93, 481.56)","(578.11, 408.25)"
"(720.0, 482.0)","(581.0, 403.0)","(592.581298828125, -415.77880859375, 310.7875061035156)","(719.45, 481.63)","(576.1, 408.17)"
"(718.0, 482.0)","(579.0, 403.0)","(591.8609619140625, -415.7651672363281, 310.4158630371094)","(720.65, 481.62)","(575.03, 408.06)"
"(721.0, 481.0)","(578.0, 404.0)","(592.2260131835938, -415.2891540527344, 310.4898681640625)","(721.79, 481.6)","(574.53, 408.01)"
"(722.0, 481.0)","(577.0, 404.0)","(592.2269287109375, -415.0513000488281, 310.492431640625)","(722.76, 481.66)","(572.84, 407.94)"
"(724.0, 481.0)","(576.0, 404.0)","(592.407958984375, -414.6980285644531, 310.5890197753906)","(724.35, 481.23)","(571.78, 408.24)"
"(724.0, 482.0)","(578.0, 404.0)","(592.7630004882812, -414.8692932128906, 310.83221435546875)","(723.44, 481.49)","(572.64, 408.28)"
"(724.0, 479.0)","(578.0, 404.0)","(592.777099609375, -415.0893249511719, 310.65277099609375)","(722.73, 481.42)","(573.91, 408.27)"
"(721.0, 479.0)","(579.0, 404.0)","(592.4147338867188, -415.5582580566406, 310.46160888671875)","(721.9, 481.42)","(575.44, 408.35)"
"(721.0, 482.0)","(580.0, 404.0)","(592.5806884765625, -415.4603576660156, 310.7328796386719)","(721.1, 481.34)","(575.67, 408.46)"
"(721.0, 481.0)","(581.0, 404.0)","(592.7647705078125, -415.656005859375, 310.7645568847656)","(720.0, 481.24)","(576.58, 408.66)"
"(719.0, 485.0)","(582.0, 404.0)","(592.5648803710938, -415.7160339355469, 310.9071044921875)","(718.98, 481.3)","(577.67, 408.79)"
"(719.0, 482.0)","(583.0, 404.0)","(592.7574462890625, -416.0582580566406, 310.81884765625)","(717.8, 481.31)","(578.34, 408.88)"
"(718.0, 481.0)","(583.0, 404.0)","(592.5807495117188, -416.2471618652344, 310.6643371582031)","(716.91, 481.26)","(579.06, 408.81)"
"(715.0, 479.0)","(583.0, 404.0)","(592.0458984375, -416.7405700683594, 310.2605895996094)","(715.69, 481.38)","(580.28, 408.52)"
"(716.0, 479.0)","(584.0, 404.0)","(592.4061279296875, -416.7474060058594, 310.44635009765625)","(714.91, 481.27)","(581.29, 408.54)"
"(713.0, 481.0)","(586.0, 404.0)","(592.2117919921875, -417.19146728515625, 310.46551513671875)","(714.09, 481.27)","(582.28, 408.75)"
"(715.0, 481.0)","(587.0, 404.0)","(592.7536010742188, -417.08294677734375, 310.74609375)","(713.29, 481.2)","(583.07, 408.8)"
"(712.0, 478.0)","(588.0, 404.0)","(592.399658203125, -417.7724609375, 310.3719482421875)","(712.34, 481.15)","(584.08, 408.91)"
"(709.0, 478.0)","(589.0, 404.0)","(592.0330200195312, -418.24139404296875, 310.1784973144531)","(711.18, 481.13)","(584.64, 409.05)"
"(711.0, 481.0)","(587.0, 410.0)","(592.0198974609375, -417.06134033203125, 310.02532958984375)","(709.71, 481.15)","(585.24, 409.18)"
"(706.0, 481.0)","(591.0, 404.0)","(591.8328857421875, -418.6113586425781, 310.2572937011719)","(709.19, 481.12)","(586.83, 409.16)"
"(708.0, 479.0)","(591.0, 404.0)","(592.2040405273438, -418.5278625488281, 310.325927734375)","(707.72, 481.24)","(587.76, 409.3)"
"(708.0, 481.0)","(594.0, 404.0)","(592.7317504882812, -418.7476806640625, 310.71990966796875)","(706.57, 481.15)","(589.42, 408.89)"
"(704.0, 479.0)","(595.0, 404.0)","(592.1878051757812, -419.4792785644531, 310.3089294433594)","(705.63, 481.16)","(590.94, 408.98)"
"(706.0, 479.0)","(589.0, 411.0)","(591.4765625, -417.9502258300781, 309.5572814941406)","(704.53, 481.08)","(591.7, 409.17)"
"(703.0, 479.0)","(594.0, 409.0)","(591.82373046875, -419.0701599121094, 309.8404235839844)","(700.65, 481.49)","(592.5, 409.36)"
"(698.0, 482.0)","(594.0, 413.0)","(590.9013061523438, -419.1044616699219, 309.32135009765625)","(697.97, 481.28)","(593.09, 409.51)"
"(697.0, 479.0)","(595.0, 410.0)","(590.9081420898438, -419.804931640625, 309.3049621582031)","(697.26, 481.74)","(595.27, 409.57)"
"(695.0, 481.0)","(600.0, 409.0)","(591.4244384765625, -420.5811462402344, 309.7447509765625)","(694.83, 481.78)","(597.06, 409.86)"
"(693.0, 481.0)","(600.0, 411.0)","(591.0587158203125, -420.6513366699219, 309.4418029785156)","(692.24, 481.73)","(599.27, 409.77)"
"(689.0, 481.0)","(601.0, 411.0)","(590.50537109375, -421.2353515625, 309.1513671875)","(690.96, 481.51)","(600.52, 409.85)"
"(688.0, 482.0)","(600.0, 410.0)","(590.1436157226562, -421.2345275878906, 309.0832824707031)","(688.79, 482.11)","(601.25, 409.95)"
"(688.0, 482.0)","(603.0, 408.0)","(590.67333984375, -421.76251220703125, 309.465576171875)","(687.58, 481.99)","(602.92, 410.24)"
"(684.0, 485.0)","(604.0, 411.0)","(590.1113891601562, -421.8843078613281, 309.18927001953125)","(686.03, 482.02)","(604.29, 410.36)"
"(683.0, 481.0)","(610.0, 406.0)","(590.9927368164062, -423.430908203125, 309.66717529296875)","(684.91, 481.96)","(605.9, 410.2)"
"(684.0, 483.0)","(614.0, 406.0)","(591.8771362304688, -423.657958984375, 310.24554443359375)","(683.34, 482.29)","(608.12, 410.21)"
"(683.0, 482.0)","(610.0, 411.0)","(590.9927978515625, -422.9569091796875, 309.4497375488281)","(680.95, 482.31)","(608.79, 410.32)"
"(679.0, 481.0)","(611.0, 413.0)","(590.4378051757812, -423.4547119140625, 308.98394775390625)","(679.75, 482.12)","(610.75, 410.74)"
"(676.0, 486.0)","(613.0, 411.0)","(590.2276611328125, -423.8359375, 309.294677734375)","(677.93, 482.13)","(612.2, 410.81)"
"(675.0, 485.0)","(613.0, 411.0)","(590.0457153320312, -424.0249938964844, 309.1374816894531)","(676.23, 482.08)","(613.49, 410.88)"
"(675.0, 481.0)","(614.0, 411.0)","(590.2281494140625, -424.4438781738281, 308.9807434082031)","(675.03, 482.12)","(615.21, 410.61)"
"(673.0, 483.0)","(618.0, 411.0)","(590.5581665039062, -425.0168151855469, 309.26983642578125)","(672.93, 482.15)","(616.07, 410.6)"
"(670.0, 483.0)","(621.0, 409.0)","(590.52783203125, -425.8900146484375, 309.35992431640625)","(671.34, 481.63)","(617.23, 410.8)"
"(667.0, 482.0)","(622.0, 411.0)","(590.1524047851562, -426.2730712890625, 308.9878234863281)","(670.78, 481.48)","(619.21, 411.26)"
"(669.0, 481.0)","(619.0, 411.0)","(589.99853515625, -425.748779296875, 308.85101318359375)","(669.03, 481.63)","(620.19, 411.35)"
"(667.0, 481.0)","(623.0, 409.0)","(590.325439453125, -426.6294250488281, 309.12493896484375)","(668.05, 481.68)","(620.93, 411.43)"
"(667.0, 485.0)","(627.0, 408.0)","(591.0186157226562, -426.9029846191406, 309.78509521484375)","(666.24, 481.57)","(622.85, 411.12)"
"(666.0, 485.0)","(625.0, 409.0)","(590.4855346679688, -426.6931457519531, 309.4552307128906)","(664.22, 482.02)","(623.96, 411.05)"
"(665.0, 482.0)","(626.0, 413.0)","(590.484130859375, -426.83502197265625, 309.041015625)","(663.13, 481.67)","(625.22, 411.24)"
"(661.0, 482.0)","(627.0, 413.0)","(589.9180297851562, -427.4185791015625, 308.7441101074219)","(662.37, 481.71)","(626.84, 411.38)"
"(658.0, 482.0)","(628.0, 411.0)","(589.5326538085938, -428.0459899902344, 308.6528625488281)","(660.55, 481.86)","(627.7, 411.63)"
"(658.0, 479.0)","(630.0, 409.0)","(589.8779296875, -428.6739196777344, 308.75164794921875)","(659.97, 481.69)","(628.51, 411.76)"
"(656.0, 479.0)","(633.0, 409.0)","(590.0269775390625, -429.27239990234375, 308.8231201171875)","(656.84, 480.53)","(629.91, 411.71)"
"(657.0, 481.0)","(637.0, 406.0)","(590.9005126953125, -429.7371826171875, 309.5631103515625)","(657.32, 480.49)","(630.84, 411.69)"
"(645.0, 485.0)","(637.0, 406.0)","(588.6634521484375, -430.81976318359375, 308.6480712890625)","(657.6, 480.48)","(631.84, 411.45)"
"(645.0, 485.0)","(638.0, 407.0)","(588.838623046875, -430.8632507324219, 308.6819763183594)","(657.52, 480.42)","(633.17, 411.71)"
"(644.0, 480.0)","(639.0, 407.0)","(588.8231811523438, -431.4742736816406, 308.3569030761719)","(657.32, 480.38)","(634.92, 411.82)"
"(641.0, 486.0)","(639.0, 410.0)","(588.2739868164062, -431.1338195800781, 308.28173828125)","(656.83, 480.53)","(635.88, 411.38)"
"(640.0, 485.0)","(642.0, 407.0)","(588.5949096679688, -431.9289245605469, 308.5468444824219)","(656.24, 480.64)","(637.36, 412.33)"
"(640.0, 485.0)","(642.0, 407.0)","(588.5949096679688, -431.9289245605469, 308.5468444824219)","(655.97, 480.74)","(638.3, 412.38)"
"(640.0, 486.0)","(642.0, 407.0)","(588.5953979492188, -431.8543395996094, 308.61004638671875)","(655.81, 480.81)","(639.05, 412.42)"
"(639.0, 486.0)","(644.0, 407.0)","(588.7526245117188, -432.2147216796875, 308.6881103515625)","(655.73, 480.93)","(639.94, 412.55)"
"(639.0, 485.0)","(646.0, 408.0)","(589.0991821289062, -432.4557800292969, 308.7464904785156)","(655.85, 480.9)","(642.05, 413.02)"
"(647.0, 481.0)","(646.0, 408.0)","(590.5950927734375, -431.8342590332031, 309.2742919921875)","(655.63, 480.88)","(642.97, 413.34)"
"(647.0, 482.0)","(647.0, 408.0)","(590.768310546875, -431.8824157714844, 309.4257507324219)","(655.62, 480.89)","(644.36, 412.9)"
