Left_2D,Right_2D,Point_3d,Pred_Left,Pred_Right
"(281.0, 435.0)","(998.0, 440.0)","(569.3637084960938, -517.8049926757812, 292.7840576171875)","(281.92, 434.89)","(1000.28, 441.59)"
"(276.0, 434.0)","(1003.0, 443.0)","(568.9610595703125, -518.8455810546875, 292.34869384765625)","(280.3, 435.49)","(1001.86, 441.65)"
"(279.0, 435.0)","(1001.0, 444.0)","(569.419677734375, -518.1190795898438, 292.6104431152344)","(279.33, 435.5)","(1002.8, 441.56)"
"(273.0, 432.0)","(1002.0, 441.0)","(568.0367431640625, -519.3547973632812, 291.8313903808594)","(310.2, 434.15)","(1003.7, 441.68)"
"(279.0, 432.0)","(1003.0, 441.0)","(569.5316772460938, -518.8092651367188, 292.6044006347656)","(274.9, 434.69)","(1004.17, 441.74)"
"(273.0, 431.0)","(1007.0, 440.0)","(568.66357421875, -520.1127319335938, 292.1252746582031)","(272.45, 434.33)","(1005.2, 441.51)"
"(272.0, 434.0)","(1004.0, 443.0)","(568.1921997070312, -519.412353515625, 291.947998046875)","(272.12, 434.71)","(1007.55, 440.97)"
"(269.0, 432.0)","(1007.0, 441.0)","(567.8109741210938, -520.40869140625, 291.70355224609375)","(270.65, 434.94)","(1009.52, 440.65)"
"(268.0, 436.0)","(1010.0, 443.0)","(568.1636962890625, -520.4281005859375, 292.05859375)","(270.35, 435.31)","(1010.73, 440.32)"
"(251.0, 435.0)","(1008.0, 443.0)","(564.00439453125, -522.1535034179688, 289.8373718261719)","(309.19, 433.92)","(1011.44, 440.39)"
"(267.0, 432.0)","(1009.0, 440.0)","(567.6040649414062, -520.9427490234375, 291.6406555175781)","(267.01, 434.84)","(1012.29, 440.35)"
"(267.0, 436.0)","(1014.0, 443.0)","(568.4807739257812, -521.02685546875, 292.2147216796875)","(264.69, 434.41)","(1012.93, 440.64)"
"(265.0, 435.0)","(1015.0, 443.0)","(568.1307373046875, -521.4508056640625, 291.962158203125)","(263.64, 434.14)","(1013.63, 440.76)"
"(266.0, 436.0)","(1017.0, 443.0)","(568.6612548828125, -521.5037231445312, 292.3020935058594)","(263.08, 433.86)","(1015.69, 440.74)"
"(265.0, 436.0)","(1020.0, 443.0)","(568.8412475585938, -521.9805297851562, 292.38916015625)","(262.03, 433.9)","(1017.6, 440.63)"
"(260.0, 431.0)","(1016.0, 439.0)","(566.9029541015625, -522.7201538085938, 291.24114990234375)","(260.46, 434.24)","(1018.72, 440.61)"
"(259.0, 438.0)","(1018.0, 443.0)","(567.2648315429688, -522.2416381835938, 291.714111328125)","(309.11, 433.56)","(1019.37, 440.17)"
"(257.0, 434.0)","(1017.0, 438.0)","(566.4234008789062, -523.0015258789062, 291.2466735839844)","(256.93, 433.91)","(1020.0, 440.27)"
"(259.0, 435.0)","(1018.0, 439.0)","(567.0706787109375, -522.7533569335938, 291.60107421875)","(256.61, 434.03)","(1021.43, 439.99)"
"(253.0, 435.0)","(1023.0, 441.0)","(566.4254760742188, -523.89111328125, 291.1585998535156)","(255.93, 433.97)","(1023.75, 440.09)"
"(256.0, 438.0)","(1023.0, 441.0)","(567.2061767578125, -523.3187255859375, 291.77105712890625)","(254.3, 433.88)","(1024.94, 439.71)"
"(252.0, 431.0)","(1025.0, 438.0)","(566.2614135742188, -524.7689208984375, 290.9371337890625)","(253.76, 434.15)","(1025.98, 440.0)"
"(253.0, 434.0)","(1025.0, 439.0)","(566.6119384765625, -524.3497924804688, 291.27886962890625)","(253.1, 434.2)","(1027.03, 439.66)"
"(251.0, 431.0)","(1025.0, 436.0)","(565.981689453125, -525.0148315429688, 290.8886413574219)","(252.92, 434.02)","(1028.1, 439.77)"
"(251.0, 431.0)","(1029.0, 436.0)","(566.5180053710938, -525.500732421875, 291.15814208984375)","(252.31, 433.61)","(1029.06, 439.75)"
"(250.0, 432.0)","(1029.0, 439.0)","(566.3974609375, -525.3286743164062, 291.0201416015625)","(251.89, 433.96)","(1030.04, 439.78)"
"(251.0, 432.0)","(1029.0, 440.0)","(566.6522216796875, -525.1505126953125, 291.1039123535156)","(251.57, 433.78)","(1030.76, 439.88)"
"(250.0, 435.0)","(1030.0, 440.0)","(566.6541748046875, -525.1422119140625, 291.3110656738281)","(249.34, 434.23)","(1035.15, 439.11)"
"(243.0, 434.0)","(1032.0, 440.0)","(565.2831420898438, -526.2396240234375, 290.5262756347656)","(246.17, 434.69)","(1035.7, 439.11)"
"(242.0, 432.0)","(1034.0, 440.0)","(565.2545776367188, -526.753662109375, 290.3681945800781)","(244.58, 435.36)","(1036.41, 438.71)"
"(242.0, 432.0)","(1035.0, 441.0)","(565.4136352539062, -526.807861328125, 290.4002990722656)","(243.7, 435.32)","(1038.21, 438.31)"
"(240.0, 434.0)","(1039.0, 441.0)","(565.552734375, -527.354248046875, 290.60296630859375)","(242.99, 435.65)","(1041.78, 438.19)"
"(240.0, 432.0)","(1041.0, 441.0)","(565.752685546875, -527.7576293945312, 290.56329345703125)","(238.23, 435.16)","(1044.59, 437.52)"
"(239.0, 436.0)","(1042.0, 443.0)","(565.8408813476562, -527.534912109375, 290.7882385253906)","(237.67, 436.77)","(1045.17, 437.7)"
"(236.0, 436.0)","(1048.0, 438.0)","(565.815673828125, -528.9290161132812, 291.0044250488281)","(236.73, 437.16)","(1045.79, 437.7)"
"(232.0, 435.0)","(1045.0, 441.0)","(564.5380859375, -528.8855590820312, 290.1336364746094)","(235.84, 436.72)","(1046.49, 438.49)"
"(233.0, 434.0)","(1048.0, 441.0)","(565.133056640625, -529.219482421875, 290.3663024902344)","(235.92, 437.07)","(1049.31, 439.15)"
"(224.0, 434.0)","(1051.0, 444.0)","(563.5252685546875, -530.3755493164062, 289.3818359375)","(309.55, 433.88)","(1059.52, 437.44)"
"(223.0, 435.0)","(1052.0, 440.0)","(563.3528442382812, -530.7929077148438, 289.5522155761719)","(309.64, 433.91)","(1059.63, 437.53)"
